ID,Work Item Type,Title,Title,Title,Description,Assigned To,Business Owner,Business Process Lead,Area Path,Tags,State,Priority,Risk,Effort,Business Value,Time Criticality,Business Outcome Category,Value Area,Process Sequence ID,Discipline
,Feature,,Dispute charges for fees and services,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.070,
,User Story,,,Dispute charges for services,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.070.100,
,User Story,,,Dispute freight and handling charges,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.070.200,
,Feature,,Process vendor debits,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.080,
,User Story,,,Create a debit note for a refund,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.080.100,
,User Story,,,Create vendor chargeback for policy violations,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.080.200,
,User Story,,,Generate debit notes for vendor chargebacks,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.080.300,
,User Story,,,Review and approve vendor chargebacks,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.50.080.400,
,Epic,Issue and settle vendor payments ,,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60,
,Feature,,Configure and apply cash discounts,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.010,
,User Story,,,Apply cash discounts to payments,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.010.100,
,User Story,,,Establish cash discounting policies,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.010.200,
,Feature,,Generate and post prepayments,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.020,
,User Story,,,Manual prepayments,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.020.100,
,User Story,,,Prepay on a purchase order,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.020.200,
,User Story,,,Vendor retainers on projects,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.020.300,
,Feature,,Generate and post payments,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030,
,User Story,,,Generate an ACH payment run (NACHA),,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.100,
,User Story,,,Automate post payment journals,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.125,
,User Story,,,Use basic journal approvals for payments,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.150,
,User Story,,,Use workflow for payment journals,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.175,
,User Story,,,Crate letters of guarantee,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.200,
,User Story,,,Create a manual check payment,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.225,
,User Story,,,Create a manual electronic payments,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.250,
,User Story,,,Create payments manually outside the system,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.275,
,User Story,,,Manually post payment journals,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.300,
,User Story,,,Create check payments on pre-printed stock,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.325,
,User Story,,,Pay vendors by using credit card,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.350,
,User Story,,,Pay vendors by by using purchasing card (P-Card),,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.375,
,User Story,,,Use positive pay files with the bank to create electronic payment records,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.400,
,User Story,,,Use post-dated checks,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.425,
,User Story,,,Use Power Automate to review and approve payments,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.450,
,User Story,,,Print a full check run,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.475,
,User Story,,,Send files to the bank for payments (Wire/ACH/etc.),,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.500,
,User Story,,,Generate a payment run of wires,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.030.525,
,Feature,,Generate and process promissory notes,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.040,
,User Story,,,(ESP) Create a promissory note document by using a fixed promissory note number method,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.040.100,
,User Story,,,(ESP) Generate a promissory note by using a free promissory note number method,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.040.200,
,User Story,,,(FRA) Draw and print promissory notes,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.040.300,
,User Story,,,Generate remittance for a promissory note,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.040.400,
,User Story,,,Manually create a promissory note,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.040.500,
,User Story,,,Redraw an honored promissory note,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.040.600,
,User Story,,,Settle a promissory note,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.040.700,
,Feature,,Settle vendor transactions,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.050,
,User Story,,,Settle open transactions by using the Open transaction editing page,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.050.100,
,User Story,,,Perform Post dated check settlements,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.050.200,
,User Story,,,Settle invoices against payments,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.050.300,
,User Story,,,Settle prepayments against invoices,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.050.400,
,Feature,,Cancel a vendor payment,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.060,
,User Story,,,Cancel check payments,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.060.100,
,User Story,,,Cancel electronic payments,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.60.060.200,
,Epic,Process vendor rebates and incentives,,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70,
,Feature,,Configure vendor rebate approval process,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.010,
,User Story,,,Approving vendor rebate agreements without workflow,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.010.100,
,User Story,,,Vendor rebate approval workflow ,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.010.200,
,Feature,,Define vendor rebate programs,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.020,
,User Story,,,Define vendor rebate program groups,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.020.100,
,User Story,,,Determine vendor rebate program types,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.020.200,
,User Story,,,Setup vendor rebate agreements,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.020.300,
,User Story,,,Negotiate and establish vendor rebates,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.020.400,
,Feature,,Configure rebate eligibility,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.030,
,User Story,,,Setup item rebate groups,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.030.100,
,User Story,,,Setup service item rebates,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.030.200,
,User Story,,,Setup vendor rebate groups,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.030.300,
,Feature,,Generate vendor rebates,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.040,
,User Story,,,Calculate rebates,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.040.100,
,User Story,,,Cumulate rebates,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.040.200,
,Feature,,Process vendor rebates,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.050,
,User Story,,,Process vendor rebate invoice,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.050.100,
,Feature,,Review rebate transactions,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.060,
,User Story,,,Approve vendor rebates,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.060.100,
,User Story,,,Purge rebates,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.060.200,
,Feature,,Analyze rebate performance,,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.070,
,User Story,,,GL/financial analysis,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.070.100,
,User Story,,,Sub ledger/rebate progress,,,,,DevOps Product Catalog Working Instance\Procure to pay,,New,1,,,,,,Business,75.70.070.200,
,Epic,Govern projects,,,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10,
,Feature,,Develop project charter,,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.010,
,User Story,,,Develop project charter,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.010.100,
,Feature,,Develop project management plan,,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.020,
,User Story,,,Develop project management plan,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.020.100,
,Feature,,Manage project communications,,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.030,
,User Story,,,Develop and distribute project communications,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.030.100,
,User Story,,,Monitor communication effectiveness,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.030.200,
,User Story,,,Plan project communications,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.030.300,
,Feature,,Manage project knowledge and documents,,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.040,
,User Story,,,HR Skill gap analysis stuff,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.040.100,
,User Story,,,SharePoint as a repository,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.040.200,
,User Story,,,Teams as a repository,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.040.300,
,Feature,,Manage project quality,,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.050,
,User Story,,,Measure project quality,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.050.100,
,User Story,,,Monitor project quality,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.050.200,
,User Story,,,Plan project quality management,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.050.300,
,Feature,,Manage project risks,,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.060,
,User Story,,,Analyze risks,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.060.100,
,User Story,,,Define risk mitigations,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.060.200,
,User Story,,,Identify risks,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.060.300,
,User Story,,,Implement risk mitigations,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.060.400,
,User Story,,,Monitor risks,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.060.500,
,User Story,,,Plan project risk management,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.060.600,
,Feature,,Manage project stakeholders,,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.070,
,User Story,,,Engage with stakeholders,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.070.100,
,User Story,,,Identify stakeholders,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.070.200,
,User Story,,,Monitor stakeholder engagement,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.070.300,
,User Story,,,Plan stakeholder engagement,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.070.400,
,Feature,,Direct and manage project work,,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.080,
,User Story,,,Direct and manage project work,,,,,DevOps Product Catalog Working Instance\Project to profit,,New,1,,,,,,Business,80.10.080.100,
